"Sample name","Sample accession","Lane name","Lane accession"
DASSSIM27647520,ERS2855227,28099_1#141,"not found"
DASSSIM27647323,ERS2855023,28099_1#143,"not found"
DASSSIM27647422,ERS2855131,28099_1#144,"not found"
DASSSIM27647521,ERS2855228,28099_1#145,"not found"
DASSSIM27647423,ERS2855132,28099_1#148,"not found"
DASSSIM27647522,ERS2855229,28099_1#149,"not found"
DASSSIM27647325,ERS2855025,28099_1#151,"not found"
DASSSIM27647424,ERS2855133,28099_1#152,"not found"
DASSSIM27647523,ERS2855230,28099_1#153,"not found"
DASSSIM27647326,ERS2855026,28099_1#155,"not found"
DASSSIM27647425,ERS2855134,28099_1#156,"not found"
DASSSIM27647524,ERS2855231,28099_1#157,"not found"
DASSSIM27647327,ERS2855027,28099_1#159,"not found"
DASSSIM27647426,ERS2855135,28099_1#160,"not found"
DASSSIM27647525,ERS2855232,28099_1#161,"not found"
DASSSIM27647328,ERS2855028,28099_1#163,"not found"
DASSSIM27647526,ERS2855233,28099_1#165,"not found"
DASSSIM27647329,ERS2855029,28099_1#167,"not found"
DASSSIM27647428,ERS2855137,28099_1#168,"not found"
DASSSIM27647527,ERS2855234,28099_1#169,"not found"
DASSSIM27647330,ERS2855030,28099_1#171,"not found"
DASSSIM27647429,ERS2855138,28099_1#172,"not found"
DASSSIM27647528,ERS2855235,28099_1#173,"not found"
DASSSIM27647331,ERS2855031,28099_1#175,"not found"
DASSSIM27647430,ERS2855139,28099_1#176,"not found"
DASSSIM27647529,ERS2855236,28099_1#177,"not found"
DASSSIM27647332,ERS2855032,28099_1#179,"not found"
DASSSIM27647431,ERS2855140,28099_1#180,"not found"
DASSSIM27647530,ERS2855237,28099_1#181,"not found"
DASSSIM27647531,ERS2855238,28099_1#185,"not found"
DASSSIM27647335,ERS2855034,28099_1#187,"not found"
DASSSIM27647433,ERS2855141,28099_1#188,"not found"
DASSSIM27647532,ERS2855239,28099_1#189,"not found"
DASSSIM27647336,ERS2855035,28099_1#191,"not found"
DASSSIM27647434,ERS2855142,28099_1#192,"not found"
DASSSIM27647533,ERS2855240,28099_1#193,"not found"
DASSSIM27647337,ERS2855036,28099_1#195,"not found"
DASSSIM27647435,ERS2855143,28099_1#196,"not found"
DASSSIM27647338,ERS2855037,28099_1#199,"not found"
DASSSIM27647436,ERS2855144,28099_1#200,"not found"
DASSSIM27647339,ERS2855038,28099_1#203,"not found"
DASSSIM27647437,ERS2855145,28099_1#204,"not found"
DASSSIM27647536,ERS2855243,28099_1#205,"not found"
DASSSIM27647340,ERS2855039,28099_1#207,"not found"
DASSSIM27647438,ERS2855146,28099_1#208,"not found"
DASSSIM27647537,ERS2855244,28099_1#209,"not found"
DASSSIM27647341,ERS2855051,28099_1#211,"not found"
DASSSIM27647439,ERS2855147,28099_1#212,"not found"
DASSSIM27647440,ERS2855148,28099_1#213,"not found"
DASSSIM27647538,ERS2855245,28099_1#214,"not found"
DASSSIM27647342,ERS2855052,28099_1#216,"not found"
DASSSIM27647441,ERS2855149,28099_1#217,"not found"
DASSSIM27647539,ERS2855246,28099_1#218,"not found"
DASSSIM27647343,ERS2855053,28099_1#220,"not found"
DASSSIM27647442,ERS2855150,28099_1#221,"not found"
DASSSIM27647540,ERS2855247,28099_1#222,"not found"
DASSSIM27647344,ERS2855054,28099_1#224,"not found"
DASSSIM27647443,ERS2855151,28099_1#225,"not found"
DASSSIM27647541,ERS2855248,28099_1#226,"not found"
DASSSIM27647345,ERS2855055,28099_1#228,"not found"
DASSSIM27647444,ERS2855152,28099_1#229,"not found"
DASSSIM27647542,ERS2855249,28099_1#230,"not found"
DASSSIM27647346,ERS2855056,28099_1#232,"not found"
DASSSIM27647445,ERS2855153,28099_1#233,"not found"
DASSSIM27647543,ERS2855250,28099_1#234,"not found"
DASSSIM27647348,ERS2855057,28099_1#236,"not found"
DASSSIM27647446,ERS2855154,28099_1#237,"not found"
DASSSIM27647544,ERS2855251,28099_1#238,"not found"
DASSSIM27647349,ERS2855058,28099_1#240,"not found"
DASSSIM27647447,ERS2855155,28099_1#241,"not found"
DASSSIM27647545,ERS2855252,28099_1#242,"not found"
DASSSIM27647350,ERS2855059,28099_1#244,"not found"
DASSSIM27647448,ERS2855156,28099_1#245,"not found"
DASSSIM27647546,ERS2855253,28099_1#246,"not found"
DASSSIM27647351,ERS2855060,28099_1#248,"not found"
DASSSIM27647449,ERS2855157,28099_1#249,"not found"
DASSSIM27647547,ERS2855254,28099_1#250,"not found"
DASSSIM27647352,ERS2855061,28099_1#252,"not found"
DASSSIM27647450,ERS2855158,28099_1#253,"not found"
DASSSIM27647548,ERS2855255,28099_1#254,"not found"
DASSSIM27647353,ERS2855062,28099_1#256,"not found"
DASSSIM27647452,ERS2855160,28099_1#257,"not found"
DASSSIM27647549,ERS2855256,28099_1#258,"not found"
DASSSIM27647354,ERS2855063,28099_1#260,"not found"
DASSSIM27647453,ERS2855161,28099_1#261,"not found"
DASSSIM27647355,ERS2855064,28099_1#264,"not found"
DASSSIM27647551,ERS2855258,28099_1#266,"not found"
DASSSIM27647356,ERS2855065,28099_1#268,"not found"
DASSSIM27647455,ERS2855163,28099_1#269,"not found"
DASSSIM27647552,ERS2855259,28099_1#270,"not found"
DASSSIM27647357,ERS2855066,28099_1#272,"not found"
DASSSIM27647456,ERS2855164,28099_1#273,"not found"
DASSSIM27647553,ERS2855260,28099_1#274,"not found"
DASSSIM27647457,ERS2855165,28099_1#277,"not found"
DASSSIM27647554,ERS2855269,28099_1#278,"not found"
DASSSIM27647359,ERS2855068,28099_1#280,"not found"
DASSSIM27647458,ERS2855166,28099_1#281,"not found"
DASSSIM27647555,ERS2855270,28099_1#282,"not found"
DASSSIM27647360,ERS2855069,28099_1#284,"not found"
DASSSIM27647459,ERS2855167,28099_1#285,"not found"
DASSSIM27647556,ERS2855271,28099_1#286,"not found"
DASSSIM27647361,ERS2855070,28099_1#288,"not found"
DASSSIM27647460,ERS2855168,28099_1#289,"not found"
DASSSIM27647461,ERS2855169,28099_1#293,"not found"
DASSSIM27647558,ERS2855273,28099_1#294,"not found"
DASSSIM27647462,ERS2855170,28099_1#297,"not found"
DASSSIM27647364,ERS2855073,28099_1#300,"not found"
DASSSIM27647365,ERS2855074,28099_1#301,"not found"
DASSSIM27647463,ERS2855171,28099_1#302,"not found"
DASSSIM27647560,ERS2855275,28099_1#303,"not found"
DASSSIM27647366,ERS2855075,28099_1#305,"not found"
DASSSIM27647464,ERS2855172,28099_1#306,"not found"
DASSSIM27647561,ERS2855276,28099_1#307,"not found"
DASSSIM27647367,ERS2855076,28099_1#309,"not found"
DASSSIM27647562,ERS2855277,28099_1#311,"not found"
DASSSIM27647368,ERS2855077,28099_1#313,"not found"
DASSSIM27647466,ERS2855174,28099_1#314,"not found"
DASSSIM27647563,ERS2855278,28099_1#315,"not found"
DASSSIM27647369,ERS2855078,28099_1#317,"not found"
DASSSIM27647467,ERS2855175,28099_1#318,"not found"
DASSSIM27647564,ERS2855279,28099_1#319,"not found"
DASSSIM27647370,ERS2855079,28099_1#321,"not found"
DASSSIM27647468,ERS2855176,28099_1#322,"not found"
DASSSIM27647565,ERS2855280,28099_1#323,"not found"
DASSSIM27647371,ERS2855080,28099_1#325,"not found"
DASSSIM27647469,ERS2855177,28099_1#326,"not found"
DASSSIM27647566,ERS2855281,28099_1#327,"not found"
DASSSIM27647372,ERS2855081,28099_1#329,"not found"
DASSSIM27647470,ERS2855178,28099_1#330,"not found"
DASSSIM27647567,ERS2855282,28099_1#331,"not found"
DASSSIM27647373,ERS2855082,28099_1#333,"not found"
DASSSIM27647471,ERS2855179,28099_1#334,"not found"
DASSSIM27647568,ERS2855283,28099_1#335,"not found"
DASSSIM27647374,ERS2855083,28099_1#337,"not found"
DASSSIM27647472,ERS2855180,28099_1#338,"not found"
DASSSIM27647569,ERS2855284,28099_1#339,"not found"
DASSSIM27647375,ERS2855084,28099_1#341,"not found"
DASSSIM27647473,ERS2855181,28099_1#342,"not found"
DASSSIM27647570,ERS2855285,28099_1#343,"not found"
DASSSIM27647376,ERS2855085,28099_1#345,"not found"
DASSSIM27647474,ERS2855182,28099_1#346,"not found"
DASSSIM27647571,ERS2855286,28099_1#347,"not found"
DASSSIM27647377,ERS2855086,28099_1#349,"not found"
DASSSIM27647475,ERS2855183,28099_1#350,"not found"
DASSSIM27647572,ERS2855287,28099_1#351,"not found"
DASSSIM27647378,ERS2855087,28099_1#353,"not found"
DASSSIM27647476,ERS2855184,28099_1#354,"not found"
DASSSIM27647573,ERS2855288,28099_1#355,"not found"
DASSSIM27647379,ERS2855088,28099_1#357,"not found"
DASSSIM27647477,ERS2855185,28099_1#358,"not found"
DASSSIM27647574,ERS2855289,28099_1#359,"not found"
DASSSIM27647380,ERS2855089,28099_1#361,"not found"
DASSSIM27647478,ERS2855186,28099_1#362,"not found"
DASSSIM27647575,ERS2855290,28099_1#363,"not found"
DASSSIM27647381,ERS2855090,28099_1#365,"not found"
DASSSIM27647479,ERS2855187,28099_1#366,"not found"
DASSSIM27647576,ERS2855291,28099_1#367,"not found"
DASSSIM27647480,ERS2855188,28099_1#370,"not found"
DASSSIM27647577,ERS2855292,28099_1#371,"not found"
DASSSIM27647383,ERS2855092,28099_1#373,"not found"
DASSSIM27647481,ERS2855189,28099_1#374,"not found"
DASSSIM27647578,ERS2855261,28099_1#375,"not found"
DASSSIM27647384,ERS2855093,28099_1#377,"not found"
DASSSIM27647482,ERS2855190,28099_1#378,"not found"
DASSSIM27647579,ERS2855262,28099_1#379,"not found"
DASSSIM27647385,ERS2855094,28099_1#381,"not found"
DASSSIM27647483,ERS2855191,28099_1#382,"not found"
DASSSIM27647580,ERS2855263,28099_1#383,"not found"
DASSSIM27647581,ERS2855264,28099_2#3,"not found"
DASSSIM27647582,ERS2855265,28099_2#8,"not found"
DASSSIM27647583,ERS2855266,28099_2#12,"not found"
DASSSIM27647584,ERS2855267,28099_2#16,"not found"
DASSSIM27647586,ERS2855293,28099_2#24,"not found"
DASSSIM27647588,ERS2855295,28099_2#32,"not found"
DASSSIM27647589,ERS2855296,28099_2#36,"not found"
DASSSIM27647590,ERS2855297,28099_2#40,"not found"
DASSSIM27647591,ERS2855298,28099_2#44,"not found"
DASSSIM27647592,ERS2855299,28099_2#48,"not found"
DASSSIM27647594,ERS2855301,28099_2#56,"not found"
DASSSIM27647595,ERS2855302,28099_2#60,"not found"
DASSSIM27647596,ERS2855303,28099_2#64,"not found"
DASSSIM27647600,ERS2855306,28099_2#76,"not found"
DASSSIM27647601,ERS2855307,28099_2#80,"not found"
DASSSIM27647602,ERS2855308,28099_2#84,"not found"
DASSSIM27647603,ERS2855309,28099_2#88,"not found"
DASSSIM27647605,ERS2855310,28099_2#92,"not found"
DASSSIM27647606,ERS2855311,28099_2#96,"not found"
DASSSIM27647607,ERS2855312,28099_2#97,"not found"
DASSSIM27647608,ERS2855313,28099_2#101,"not found"
DASSSIM27647609,ERS2855314,28099_2#105,"not found"
DASSSIM27647610,ERS2855315,28099_2#109,"not found"
DASSSIM27647611,ERS2855316,28099_2#113,"not found"
DASSSIM27647612,ERS2855317,28099_2#117,"not found"
DASSSIM27647613,ERS2855318,28099_2#121,"not found"
DASSSIM27647614,ERS2855319,28099_2#126,"not found"
DASSSIM27647615,ERS2855320,28099_2#130,"not found"
DASSSIM27647617,ERS2855322,28099_2#138,"not found"
DASSSIM27647618,ERS2855323,28099_2#142,"not found"
DASSSIM27647619,ERS2855324,28099_2#146,"not found"
DASSSIM27647620,ERS2855325,28099_2#150,"not found"
DASSSIM27647621,ERS2855326,28099_2#154,"not found"
DASSSIM27647622,ERS2855327,28099_2#158,"not found"
DASSSIM27647623,ERS2855328,28099_2#162,"not found"
DASSSIM27647624,ERS2855329,28099_2#166,"not found"
DASSSIM27647625,ERS2855330,28099_2#170,"not found"
DASSSIM27647626,ERS2855331,28099_2#174,"not found"
DASSSIM27647627,ERS2855332,28099_2#178,"not found"
DASSSIM27647628,ERS2855333,28099_2#182,"not found"
DASSSIM27647629,ERS2855334,28099_2#186,"not found"
DASSSIM27647630,ERS2855335,28099_2#190,"not found"
DASSSIM27647631,ERS2855336,28099_2#194,"not found"
DASSSIM27647632,ERS2855337,28099_2#198,"not found"
DASSSIM27647634,ERS2855339,28099_2#206,"not found"
DASSSIM27647635,ERS2855340,28099_2#210,"not found"
DASSSIM27647636,ERS2855341,28099_2#215,"not found"
DASSSIM27647637,ERS2855342,28099_2#219,"not found"
DASSSIM27647638,ERS2855343,28099_2#223,"not found"
DASSSIM27647639,ERS2855344,28099_2#227,"not found"
DASSSIM27647640,ERS2855345,28099_2#231,"not found"
DASSSIM27647641,ERS2855346,28099_2#235,"not found"
DASSSIM27647642,ERS2855347,28099_2#239,"not found"
DASSSIM27647644,ERS2855349,28099_2#243,"not found"
DASSSIM27647645,ERS2855350,28099_2#247,"not found"
DASSSIM27647646,ERS2855351,28099_2#251,"not found"
DASSSIM27647647,ERS2855352,28099_2#255,"not found"
DASSSIM27647648,ERS2855353,28099_2#259,"not found"
DASSSIM27647649,ERS2855354,28099_2#263,"not found"
DASSSIM27647655,ERS2855359,28099_2#283,"not found"
DASSSIM27647656,ERS2855360,28099_2#287,"not found"
DASSSIM27647657,ERS2855361,28099_2#291,"not found"
DASSSIM27647658,ERS2855362,28099_2#295,"not found"
DASSSIM27647659,ERS2855363,28099_2#299,"not found"
DASSSIM27647660,ERS2855364,28099_2#304,"not found"
DASSSIM27647661,ERS2855365,28099_2#308,"not found"
DASSSIM27647517,ERS2855224,28099_2#316,"not found"
DASSSIM27647643,ERS2855348,28099_2#320,"not found"
