"Sample name","Sample accession","Lane name","Lane accession"
DASSIM38743754,ERS4353014,34154_7#281,"not found"
DASSIM38743658,ERS4352918,34154_7#283,"not found"
DASSIM38743755,ERS4353015,34154_7#287,"not found"
DASSIM38743756,ERS4353016,34154_7#289,"not found"
DASSIM38743660,ERS4352920,34154_7#291,"not found"
DASSIM38743757,ERS4353019,34154_7#294,"not found"
DASSIM38743661,ERS4352921,34154_7#296,"not found"
DASSIM38743758,ERS4353017,34154_7#298,"not found"
DASSIM38743662,ERS4352922,34154_7#299,"not found"
DASSIM38743759,ERS4353018,34154_7#303,"not found"
DASSIM38743663,ERS4352923,34154_7#304,"not found"
DASSIM38743760,ERS4353020,34154_7#306,"not found"
DASSIM38743664,ERS4352924,34154_7#307,"not found"
DASSIM38743665,ERS4352925,34154_7#312,"not found"
DASSIM38743666,ERS4352926,34154_7#313,"not found"
DASSIM38743762,ERS4353022,34154_7#316,"not found"
DASSIM38743763,ERS4353023,34154_7#317,"not found"
DASSIM38743667,ERS4352927,34154_7#318,"not found"
DASSIM38743764,ERS4353024,34154_7#322,"not found"
DASSIM38743668,ERS4352932,34154_7#323,"not found"
DASSIM38743765,ERS4353025,34154_7#324,"not found"
DASSIM38743669,ERS4352928,34154_7#325,"not found"
DASSIM38743766,ERS4353026,34154_7#330,"not found"
DASSIM38743670,ERS4352929,34154_7#331,"not found"
DASSIM38743767,ERS4353027,34154_7#332,"not found"
DASSIM38743671,ERS4352930,34154_7#333,"not found"
DASSIM38743768,ERS4353028,34154_7#338,"not found"
DASSIM38743672,ERS4352931,34154_7#339,"not found"
DASSIM38743673,ERS4352933,34154_7#340,"not found"
DASSIM38743769,ERS4353029,34154_7#343,"not found"
DASSIM38743770,ERS4353031,34154_7#344,"not found"
DASSIM38743674,ERS4352934,34154_7#345,"not found"
DASSIM38743675,ERS4352938,34154_7#348,"not found"
DASSIM38743771,ERS4353030,34154_7#351,"not found"
DASSIM38743772,ERS4353032,34154_7#352,"not found"
DASSIM38743676,ERS4352935,34154_7#353,"not found"
DASSIM38743677,ERS4352936,34154_7#359,"not found"
DASSIM38743774,ERS4353034,34154_7#360,"not found"
DASSIM38743678,ERS4352937,34154_7#361,"not found"
DASSIM38743775,ERS4353036,34154_7#366,"not found"
DASSIM38743679,ERS4352939,34154_7#367,"not found"
DASSIM38743776,ERS4353035,34154_7#368,"not found"
DASSIM38743680,ERS4352940,34154_7#369,"not found"
DASSIM38743777,ERS4353037,34154_7#374,"not found"
DASSIM38743681,ERS4352946,34154_7#375,"not found"
DASSIM38743682,ERS4352941,34154_7#376,"not found"
DASSIM38743778,ERS4353038,34154_7#378,"not found"
DASSIM38743779,ERS4353040,34154_7#379,"not found"
DASSIM38743683,ERS4352942,34154_7#380,"not found"
